listingPrice,listingType,marketStatus,conservationStatus,energyEfficiencyLevel,constructionYear,localZone,garage,garageSpots,floorAsNumber,elevator,totalRooms,numberOfBedrooms,numberOfBathrooms,totalArea,livingArea
350000.0,Apartamento,Novo para o Mercado,Como novo,D,1980.0,Oeiras,False,0,1.0,False,3.0,2.0,2.0,75.0,70.0
850000.0,Apartamento,Novo para o Mercado,Como novo,A+,2021.0,Carnaxide,False,2,1.0,True,4.0,3.0,3.0,134.0,134.0
650000.0,Apartamento,Novo para o Mercado,Bom estado,C,2007.0,Paço De Arcos,False,1,1.0,True,4.0,3.0,2.0,158.0,158.0
845000.0,Apartamento,Novo para o Mercado,Como novo,D,1997.0,Oeiras,True,2,4.0,True,4.0,3.0,3.0,133.0,133.0
1300000.0,Terreno,Novo para o Mercado,,NC,,Oeiras,False,0,,,,,0.0,,
390000.0,Moradia,Novo para o Mercado,Como novo,D,1976.0,Oeiras,False,0,0.0,,3.0,2.0,2.0,107.0,168.0
259000.0,Apartamento,Novo para o Mercado,,B-,1982.0,Linda A Velha,False,0,0.0,True,,2.0,1.0,73.0,73.0
550000.0,Apartamento,Novo para o Mercado,,C,1983.0,Algés,False,1,7.0,True,,4.0,3.0,136.0,116.0
540000.0,Apartamento,Novo para o Mercado,,C,1983.0,Algés,False,1,7.0,True,,4.0,3.0,136.0,116.0
360000.0,Apartamento,Novo para o Mercado,Usado,C,1970.0,Oeiras,False,0,3.0,True,4.0,3.0,2.0,107.0,82.0
945000.0,Moradia,Novo para o Mercado,Como novo,A,2020.0,Paço De Arcos,True,1,,,7.0,4.0,5.0,286.0,246.0
419000.0,Apartamento,Novo para o Mercado,,C,2009.0,Porto Salvo,False,1,4.0,True,4.0,3.0,2.0,114.0,94.0
450000.0,Apartamento,Novo para o Mercado,,D,1981.0,Oeiras,False,0,4.0,True,,3.0,2.0,129.0,107.0
240000.0,Apartamento,Novo para o Mercado,,E,1984.0,Oeiras,False,0,0.0,False,,2.0,1.0,82.0,76.0
450000.0,Apartamento,Novo para o Mercado,,C,2011.0,Cruz Quebrada-Dafundo,False,2,0.0,True,,1.0,1.0,92.0,78.0
660000.0,Moradia,Novo para o Mercado,,D,2001.0,Queijas,True,2,0.0,False,5.0,4.0,3.0,228.0,228.0
1000000.0,Apartamento,Novo para o Mercado,,C,1999.0,Caxias,False,2,2.0,False,3.0,3.0,3.0,170.0,153.0
690000.0,Apartamento,Novo para o Mercado,Como novo,A,2021.0,Carnaxide,False,2,3.0,True,3.0,2.0,3.0,111.0,81.0
1550000.0,Apartamento,Novo para o Mercado,Como novo,C,2005.0,Cruz Quebrada-Dafundo,False,3,4.0,True,3.0,2.0,2.0,165.0,145.0
2750670.0,Apartamento,Novo para o Mercado,,A,2024.0,Cruz Quebrada-Dafundo,True,3,4.0,True,5.0,4.0,5.0,348.0,305.0
1695000.0,Moradia,Novo para o Mercado,Bom estado,C,1976.0,Oeiras,True,3,,,6.0,3.0,4.0,180.0,152.0
200000.0,Apartamento,Novo para o Mercado,Usado,C,1968.0,Paço De Arcos,False,0,0.0,True,,1.0,1.0,58.0,46.0
3980000.0,Moradia,Novo para o Mercado,Como novo,A,2013.0,Cruz Quebrada-Dafundo,False,3,,,,5.0,7.0,255.0,250.0
1980000.0,Apartamento,Novo para o Mercado,,A,2021.0,Oeiras,True,2,0.0,True,4.0,3.0,3.0,196.0,160.0
338000.0,Apartamento,Novo para o Mercado,Razoável,C,1974.0,Oeiras,False,0,3.0,False,3.0,2.0,2.0,90.0,75.0
1048000.0,Apartamento,Novo para o Mercado,,A,2021.0,Carnaxide,False,3,6.0,True,4.0,3.0,4.0,125.0,122.0
225000.0,Apartamento,Novo para o Mercado,,D,1991.0,Linda A Velha,False,0,0.0,False,,2.0,1.0,55.0,52.0
199000.0,Apartamento,Novo para o Mercado,,E,1951.0,Cruz Quebrada-Dafundo,False,0,0.0,False,2.0,1.0,1.0,39.0,39.0
390000.0,Prédio,Novo para o Mercado,,C,1988.0,Porto Salvo,False,0,,False,,,0.0,195.0,195.0
279000.0,Apartamento,Novo para o Mercado,Bom estado,C,1977.0,Linda A Velha,False,0,0.0,False,3.0,2.0,2.0,91.0,90.0
500000.0,Terreno,Novo para o Mercado,,NC,,Barcarena,False,0,,,,,0.0,,
500000.0,Terreno,Novo para o Mercado,,NC,,Barcarena,False,0,,,,,0.0,,
368000.0,Apartamento,Novo para o Mercado,,D,1985.0,Caxias,False,0,0.0,False,5.0,4.0,2.0,140.0,120.0
580000.0,Apartamento,Novo para o Mercado,,A,2009.0,Paço De Arcos,True,2,1.0,True,4.0,3.0,2.0,137.0,130.0
329000.0,Apartamento,Novo para o Mercado,,D,1996.0,Oeiras,True,1,0.0,True,,1.0,1.0,87.0,141.0
415000.0,Apartamento,Novo para o Mercado,Bom estado,D,1985.0,Paço De Arcos,False,0,4.0,True,4.0,3.0,2.0,94.0,92.0
650000.0,Moradia,Novo para o Mercado,,D,1974.0,Queijas,True,1,,,,3.0,2.0,116.0,104.0
2100000.0,Terreno,Novo para o Mercado,,B,2019.0,Paço De Arcos,False,0,,False,28.0,,12.0,1520.0,915.0
1495000.0,Moradia,Novo para o Mercado,Como novo,A,2021.0,Oeiras,True,3,,False,5.0,3.0,5.0,289.0,166.0
750000.0,Moradia,Novo para o Mercado,,D,1977.0,Caxias,True,2,,False,5.0,4.0,2.0,134.0,134.0
370000.0,Apartamento,Novo para o Mercado,Bom estado,E,1975.0,Oeiras,False,0,4.0,True,3.0,2.0,2.0,83.0,83.0
404500.0,Apartamento,Novo para o Mercado,,C,2006.0,Carnaxide,False,1,1.0,True,3.0,2.0,1.0,94.0,90.0
550000.0,Terreno,Novo para o Mercado,,NC,,Barcarena,False,0,,,,,0.0,,
240000.0,Apartamento,Novo para o Mercado,,C,2002.0,Carnaxide,False,0,2.0,False,3.0,2.0,1.0,87.0,80.0
430000.0,Moradia,Novo para o Mercado,,D,1985.0,Porto Salvo,False,1,,False,,3.0,2.0,99.0,152.0
2150000.0,Moradia,Novo para o Mercado,,B,2016.0,Oeiras,False,0,,False,,4.0,3.0,281.0,300.0
750000.0,Apartamento,Novo para o Mercado,,A+,2021.0,Carnaxide,False,2,2.0,True,4.0,3.0,2.0,156.0,156.0
399500.0,Apartamento,Novo para o Mercado,,C,1982.0,Linda A Velha,False,0,4.0,True,,3.0,2.0,101.0,90.0
1425150.0,Apartamento,Novo para o Mercado,,A,2026.0,Queijas,False,3,4.0,False,4.0,3.0,3.0,154.0,154.0
784100.0,Apartamento,Novo para o Mercado,Novo,A,2026.0,Queijas,False,2,4.0,False,3.0,2.0,2.0,123.0,123.0
782600.0,Apartamento,Novo para o Mercado,Novo,A,2026.0,Queijas,False,2,4.0,False,3.0,2.0,2.0,123.0,123.0
889150.0,Apartamento,Novo para o Mercado,Novo,A,2026.0,Queijas,False,3,4.0,False,3.0,2.0,3.0,140.0,140.0
1115250.0,Apartamento,Novo para o Mercado,,A,2026.0,Queijas,False,3,5.0,False,4.0,3.0,3.0,152.0,152.0
1436250.0,Apartamento,Novo para o Mercado,,A,2026.0,Queijas,False,3,5.0,False,4.0,3.0,3.0,169.0,169.0
1369050.0,Apartamento,Novo para o Mercado,,A,2026.0,Queijas,False,3,3.0,False,4.0,3.0,3.0,154.0,154.0
782600.0,Apartamento,Novo para o Mercado,Novo,A,2026.0,Queijas,False,2,3.0,False,3.0,2.0,2.0,123.0,123.0
909550.0,Apartamento,Novo para o Mercado,Novo,A,2026.0,Queijas,False,3,3.0,False,3.0,2.0,3.0,140.0,140.0
1341300.0,Apartamento,Novo para o Mercado,,A,2026.0,Queijas,False,3,5.0,False,4.0,3.0,3.0,151.0,151.0
1114350.0,Apartamento,Novo para o Mercado,,A,2026.0,Queijas,False,3,5.0,False,4.0,3.0,3.0,152.0,152.0
408000.0,Apartamento,Novo para o Mercado,,C,1988.0,Carnaxide,False,0,5.0,True,,3.0,2.0,123.0,123.0
595000.0,Moradia,Novo para o Mercado,Novo,B,2024.0,Barcarena,False,2,,False,3.0,3.0,3.0,209.0,131.0
1650000.0,Apartamento,Novo para o Mercado,Como novo,A,2019.0,Oeiras,True,3,2.0,True,4.0,3.0,3.0,127.0,127.0
595000.0,Moradia,Novo para o Mercado,Novo,B,2024.0,Barcarena,False,2,,False,4.0,3.0,3.0,209.0,131.0
915000.0,Moradia,Novo para o Mercado,,E,1991.0,Oeiras,False,3,,,,11.0,4.0,310.0,310.0
145000.0,Apartamento,Novo para o Mercado,,D,1975.0,Paço De Arcos,False,0,6.0,True,1.0,1.0,1.0,34.0,34.0
150000.0,Apartamento,Novo para o Mercado,Bom estado,E,1942.0,Cruz Quebrada-Dafundo,False,0,4.0,False,3.0,1.0,1.0,53.0,52.0
667000.0,Moradia,Novo para o Mercado,,C,2018.0,Barcarena,False,2,,,,4.0,3.0,198.0,170.0
590000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Carnaxide,False,2,5.0,True,3.0,2.0,2.0,146.0,129.0
382000.0,Moradia,Novo para o Mercado,Para Obras,C,1990.0,Porto Salvo,False,0,,,12.0,9.0,4.0,241.0,241.0
370000.0,Apartamento,Novo para o Mercado,,D,1981.0,Paço De Arcos,False,0,2.0,False,4.0,3.0,2.0,93.0,93.0
350000.0,Apartamento,Novo para o Mercado,,C,1981.0,Caxias,False,1,1.0,False,,1.0,1.0,68.0,55.0
599000.0,Moradia,Novo para o Mercado,,E,1984.0,Porto Salvo,True,1,,,,6.0,2.0,183.0,165.0
395000.0,Apartamento,Novo para o Mercado,,C,1984.0,Oeiras,False,0,1.0,True,,3.0,2.0,97.0,97.0
2150000.0,Apartamento,Novo para o Mercado,,A+,2024.0,Paço De Arcos,True,3,1.0,True,,3.0,4.0,175.0,158.0
799995.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Algés,False,2,9.0,True,4.0,3.0,3.0,125.0,125.0
2675000.0,Terreno,Novo para o Mercado,,NC,,Queijas,False,0,,,,,,,
885000.0,Moradia,Novo para o Mercado,Novo,A,2024.0,Porto Salvo,False,2,,False,5.0,4.0,4.0,216.0,216.0
1550000.0,Terreno,Novo para o Mercado,,NC,,Porto Salvo,False,0,,,,,0.0,,
885000.0,Moradia,Novo para o Mercado,Novo,A,2024.0,Porto Salvo,False,2,,False,5.0,4.0,4.0,216.0,216.0
529000.0,Moradia,Novo para o Mercado,Bom estado,D,1981.0,Queluz Baixo,False,2,,False,5.0,4.0,3.0,201.0,144.0
449000.0,Apartamento,Novo para o Mercado,,E,1997.0,Oeiras,False,0,1.0,True,3.0,2.0,2.0,95.0,102.0
547500.0,Duplex,Novo para o Mercado,,C,2003.0,Algés,True,1,2.0,True,,2.0,2.0,137.0,117.0
340000.0,Apartamento,Novo para o Mercado,,C,1975.0,Carnaxide,False,0,7.0,True,3.0,3.0,2.0,104.0,94.0
244000.0,Apartamento,Novo para o Mercado,,C,1975.0,Queijas,False,0,0.0,False,3.0,2.0,1.0,60.0,60.0
2500000.0,Moradia,Novo para o Mercado,Bom estado,D,1983.0,Queijas,False,3,,False,8.0,5.0,7.0,404.0,350.0
2500000.0,Moradia,Novo para o Mercado,Bom estado,C,2015.0,Queijas,False,3,,True,6.0,5.0,5.0,275.0,240.0
345000.0,Apartamento,Novo para o Mercado,Usado,C,1980.0,Linda A Velha,False,0,3.0,True,4.0,3.0,2.0,100.0,100.0
300000.0,Apartamento,Novo para o Mercado,Bom estado,E,1967.0,Algés,False,0,3.0,False,5.0,4.0,1.0,99.0,75.0
289000.0,Apartamento,Novo para o Mercado,,C,1967.0,Algés,False,0,0.0,False,3.0,2.0,1.0,71.0,65.0
1125000.0,Apartamento,Novo para o Mercado,,C,1977.0,Algés,False,2,3.0,True,9.0,5.0,3.0,274.0,230.0
460000.0,Apartamento,Novo para o Mercado,,C,1998.0,Linda A Velha,False,1,1.0,True,3.0,2.0,1.0,143.0,116.0
185000.0,Prédio,Novo para o Mercado,,NC,1951.0,Carnaxide,False,0,,False,,,0.0,193.0,143.0
1390000.0,Prédio,Novo para o Mercado,,C,1950.0,Algés,False,0,0.0,True,,,,468.0,468.0
575000.0,Moradia,Novo para o Mercado,Bom estado,C,1986.0,Paço De Arcos,False,2,,,5.0,3.0,2.0,125.0,111.0
550000.0,Apartamento,Novo para o Mercado,Como novo,D,1985.0,Oeiras,False,0,1.0,True,4.0,3.0,2.0,180.0,167.0
498500.0,Apartamento,Novo para o Mercado,,B,2023.0,Paço De Arcos,False,0,1.0,False,,1.0,1.0,74.0,74.0
498500.0,Apartamento,Novo para o Mercado,,B,2023.0,Paço De Arcos,False,0,1.0,False,,1.0,1.0,78.0,78.0
550000.0,Apartamento,Novo para o Mercado,,B,2023.0,Paço De Arcos,False,0,1.0,False,,2.0,1.0,78.0,78.0
650000.0,Duplex,Novo para o Mercado,Usado,D,1993.0,Linda A Velha,True,1,3.0,True,5.0,4.0,3.0,132.0,201.0
200000.0,Apartamento,Novo para o Mercado,,D,1999.0,Algés,False,0,0.0,False,,1.0,0.0,42.0,42.0
680000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Carnaxide,False,2,4.0,True,4.0,3.0,3.0,160.0,150.0
695000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Carnaxide,False,2,4.0,True,4.0,3.0,3.0,160.0,150.0
695000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Carnaxide,False,2,3.0,True,4.0,3.0,3.0,160.0,150.0
680000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Carnaxide,False,2,3.0,True,4.0,3.0,3.0,160.0,150.0
695000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Carnaxide,False,2,2.0,True,4.0,3.0,3.0,160.0,150.0
680000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Carnaxide,False,2,2.0,True,4.0,3.0,3.0,160.0,150.0
590000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Carnaxide,False,2,5.0,True,3.0,2.0,2.0,146.0,129.0
860000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Carnaxide,True,3,5.0,True,5.0,4.0,3.0,175.0,170.0
745000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Carnaxide,True,2,6.0,True,4.0,3.0,3.0,150.0,140.0
730000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Carnaxide,False,2,6.0,True,4.0,3.0,3.0,150.0,140.0
680000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Carnaxide,False,2,4.0,True,4.0,3.0,3.0,160.0,150.0
690000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Carnaxide,False,2,1.0,True,4.0,3.0,3.0,160.0,150.0
690000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Carnaxide,False,2,1.0,True,4.0,3.0,3.0,160.0,150.0
990000.0,Apartamento,Novo para o Mercado,,D,1994.0,Oeiras,False,2,10.0,True,6.0,5.0,3.0,295.0,295.0
455000.0,Apartamento,Novo para o Mercado,Como novo,E,2007.0,Carnaxide,False,2,0.0,True,,3.0,2.0,158.0,101.0
387500.0,Apartamento,Novo para o Mercado,Usado,E,1982.0,Linda A Velha,False,0,5.0,True,4.0,3.0,2.0,120.0,88.0
330000.0,Apartamento,Novo para o Mercado,,B,1982.0,Oeiras,False,0,4.0,True,,2.0,1.0,84.0,71.0
315000.0,Apartamento,Novo para o Mercado,Bom estado,C,1979.0,Carnaxide,False,0,0.0,True,4.0,3.0,2.0,105.0,90.0
660000.0,Moradia,Novo para o Mercado,,A,2024.0,Barcarena,True,0,,,,4.0,4.0,196.0,140.0
1400000.0,Moradia,Novo para o Mercado,,D,1987.0,Caxias,False,2,,,,5.0,5.0,238.0,238.0
275000.0,Apartamento,Novo para o Mercado,Bom estado,D,1972.0,Linda A Velha,False,0,2.0,True,3.0,2.0,1.0,68.0,68.0
420000.0,Apartamento,Novo para o Mercado,Usado,C,1988.0,Linda A Velha,False,0,4.0,True,4.0,3.0,2.0,93.0,92.0
675000.0,Terreno,Novo para o Mercado,,NC,,Queijas,False,0,,False,,,0.0,302.0,
247000.0,Apartamento,Novo para o Mercado,,C,2003.0,Porto Salvo,False,0,3.0,False,,3.0,1.0,100.0,100.0
475000.0,Apartamento,Novo para o Mercado,Razoável,D,1992.0,Linda A Velha,True,1,2.0,True,4.0,3.0,2.0,116.0,90.0
420000.0,Apartamento,Novo para o Mercado,Usado,C,1981.0,Carnaxide,False,0,3.0,True,,4.0,3.0,137.0,137.0
995000.0,Prédio,Novo para o Mercado,,NC,2020.0,Paço De Arcos,False,0,,False,,3.0,3.0,227.0,170.0
495000.0,Apartamento,Novo para o Mercado,Novo,NC,2026.0,Oeiras,False,1,1.0,True,,2.0,3.0,113.0,86.0
115000.0,Terreno,Novo para o Mercado,,NC,,Porto Salvo,False,0,,,,,0.0,,
2150000.0,Terreno,Novo para o Mercado,,NC,,Linda A Velha,False,0,,,,,0.0,,
830000.0,Moradia,Novo para o Mercado,Como novo,A+,2023.0,Barcarena,False,1,,,,3.0,5.0,186.0,186.0
690000.0,Apartamento,Novo para o Mercado,,B,2025.0,Algés,False,2,2.0,True,4.0,3.0,2.0,132.0,119.0
760000.0,Apartamento,Novo para o Mercado,Como novo,C,1996.0,Oeiras,False,1,2.0,True,4.0,3.0,2.0,169.0,160.0
540000.0,Apartamento,Novo para o Mercado,Bom estado,C,2005.0,Queijas,False,2,4.0,True,4.0,3.0,2.0,123.0,123.0
390000.0,Moradia,Novo para o Mercado,Para Obras,D,1971.0,Porto Salvo,False,1,,False,7.0,5.0,2.0,172.0,138.0
260000.0,Apartamento,Novo para o Mercado,,D,1978.0,Linda A Velha,False,0,3.0,False,,2.0,1.0,84.0,84.0
177500.0,Apartamento,Novo para o Mercado,,C,1986.0,Cruz Quebrada-Dafundo,False,0,2.0,False,,1.0,1.0,38.0,38.0
950000.0,Apartamento,Novo para o Mercado,,NC,2024.0,Algés,False,3,10.0,False,,3.0,3.0,146.0,146.0
650000.0,Apartamento,Novo para o Mercado,,C,1968.0,Paço De Arcos,False,0,0.0,True,,5.0,2.0,137.0,108.0
1250000.0,Apartamento,Novo para o Mercado,Bom estado,B-,2005.0,Algés,False,3,0.0,True,5.0,4.0,3.0,215.0,175.0
895000.0,Apartamento,Novo para o Mercado,Como novo,D,2003.0,Algés,False,1,5.0,True,2.0,2.0,2.0,116.0,100.0
360000.0,Apartamento,Novo para o Mercado,Novo,C,1988.0,Cruz Quebrada-Dafundo,False,1,2.0,False,3.0,2.0,3.0,70.0,66.0
1780000.0,Moradia,Novo para o Mercado,Novo,C,1981.0,Barcarena,True,2,,,12.0,9.0,7.0,323.0,225.0
1200000.0,Apartamento,Novo para o Mercado,,A,2019.0,Algés,False,2,0.0,True,,3.0,3.0,178.0,178.0
975000.0,Moradia,Novo para o Mercado,,E,1974.0,Linda A Velha,False,2,,,,6.0,3.0,226.0,180.0
1250000.0,Moradia,Novo para o Mercado,,D,1985.0,Oeiras,True,3,,False,6.0,4.0,3.0,180.0,180.0
449000.0,Prédio,Novo para o Mercado,,D,1951.0,Algés,False,0,,True,,,,275.0,275.0
292500.0,Apartamento,Novo para o Mercado,,B-,1997.0,Barcarena,False,0,1.0,False,,2.0,1.0,80.0,73.0
320000.0,Apartamento,Novo para o Mercado,,D,1980.0,Oeiras,False,0,5.0,True,,3.0,2.0,120.0,100.0
650000.0,Apartamento,Novo para o Mercado,Bom estado,D,2009.0,Queijas,True,2,3.0,True,5.0,4.0,2.0,3233.0,170.0
315000.0,Apartamento,Novo para o Mercado,Usado,D,1975.0,Cruz Quebrada-Dafundo,False,0,2.0,True,3.0,2.0,1.0,96.0,96.0
325000.0,Apartamento,Novo para o Mercado,Usado,E,1975.0,Cruz Quebrada-Dafundo,False,0,1.0,True,3.0,2.0,1.0,96.0,96.0
475000.0,Apartamento,Novo para o Mercado,,E,1975.0,Linda A Velha,False,0,7.0,True,,4.0,3.0,160.0,134.0
350000.0,Apartamento,Novo para o Mercado,,E,1990.0,Algés,False,0,5.0,True,,3.0,0.0,113.0,113.0
380000.0,Apartamento,Novo para o Mercado,Como novo,NC,2024.0,Carnaxide,False,1,1.0,True,2.0,1.0,1.0,59.0,55.0
995000.0,Moradia,Novo para o Mercado,,NC,2020.0,Paço De Arcos,False,0,,False,,3.0,3.0,227.0,170.0
515000.0,Apartamento,Novo para o Mercado,Como novo,C,1996.0,Oeiras,False,1,1.0,True,4.0,3.0,2.0,129.0,111.0
270000.0,Apartamento,Novo para o Mercado,Usado,E,1990.0,Caxias,False,0,1.0,False,5.0,4.0,2.0,119.0,107.0
400000.0,Apartamento,Novo para o Mercado,Como novo,C,1955.0,Cruz Quebrada-Dafundo,False,0,1.0,False,3.0,2.0,1.0,70.0,65.0
368000.0,Apartamento,Novo para o Mercado,Bom estado,C,1990.0,Oeiras,False,0,3.0,False,5.0,4.0,2.0,88.0,87.0
347500.0,Moradia,Novo para o Mercado,,D,1976.0,Barcarena,False,0,,False,6.0,4.0,2.0,82.0,81.0
1500000.0,Moradia,Novo para o Mercado,Como novo,C,1999.0,Oeiras,False,2,,,5.0,4.0,3.0,168.0,168.0
399000.0,Apartamento,Novo para o Mercado,,C,1976.0,Carnaxide,False,0,2.0,True,7.0,5.0,3.0,154.0,140.0
615000.0,Prédio,Novo para o Mercado,Para Obras,E,1964.0,Queijas,True,3,1.0,False,7.0,5.0,3.0,506.0,506.0
305000.0,Apartamento,Novo para o Mercado,,C,1978.0,Oeiras,False,0,0.0,True,,3.0,0.0,116.0,116.0
750000.0,Terreno,Novo para o Mercado,,NC,,Barcarena,False,0,,,,,0.0,1143.0,
240000.0,Apartamento,Novo para o Mercado,,F,1991.0,Linda A Velha,False,0,4.0,False,4.0,2.0,2.0,84.0,75.0
350000.0,Apartamento,Novo para o Mercado,Como novo,D,2023.0,Linda A Velha,False,0,2.0,False,3.0,2.0,1.0,77.0,70.0
410000.0,Apartamento,Novo para o Mercado,Bom estado,C,1975.0,Linda A Velha,False,0,4.0,True,4.0,3.0,2.0,109.0,0.0
998000.0,Moradia,Novo para o Mercado,,E,1972.0,Linda A Velha,True,2,,,7.0,6.0,4.0,215.0,169.0
380000.0,Moradia,Novo para o Mercado,Bom estado,C,1989.0,Porto Salvo,True,1,0.0,,4.0,3.0,2.0,79.0,79.0
130000.0,Terreno,Novo para o Mercado,,NC,,187,False,0,,,,,0.0,104.0,104.0
585000.0,Apartamento,Novo para o Mercado,Novo,NC,2024.0,Algés,False,2,1.0,True,3.0,2.0,2.0,94.0,94.0
199000.0,Terreno,Novo para o Mercado,,NC,,Porto Salvo,False,0,,,,,,,
290000.0,Apartamento,Novo para o Mercado,,C,1967.0,Algés,False,0,0.0,False,,3.0,1.0,100.0,97.0
993000.0,Moradia,Novo para o Mercado,,D,2021.0,Queijas,False,3,,False,4.0,3.0,4.0,135.0,135.0
435000.0,Apartamento,Novo para o Mercado,,C,2007.0,Carnaxide,False,2,2.0,True,4.0,3.0,2.0,120.0,120.0
1245000.0,Moradia,Novo para o Mercado,Como novo,A,2021.0,Porto Salvo,True,2,,,,5.0,2.0,216.0,246.0
890000.0,Moradia,Novo para o Mercado,Como novo,A,2019.0,Caxias,False,2,,False,4.0,3.0,3.0,145.0,141.0
742400.0,Apartamento,Novo para o Mercado,Bom estado,C,2013.0,Linda A Velha,True,2,2.0,True,5.0,3.0,2.0,159.0,159.0
780000.0,Moradia,Novo para o Mercado,Como novo,E,1983.0,Queijas,False,0,,,4.0,3.0,4.0,150.0,150.0
239750.0,Apartamento,Novo para o Mercado,,D,1980.0,Caxias,False,0,1.0,False,,2.0,1.0,86.0,75.0
800000.0,Moradia,Novo para o Mercado,,D,1982.0,Oeiras,True,1,,False,7.0,5.0,4.0,420.0,281.0
249000.0,Terreno,Novo para o Mercado,,NC,,Valejas,False,0,,,,,0.0,,
300000.0,Apartamento,Novo para o Mercado,,D,1993.0,Carnaxide,False,0,0.0,True,,2.0,1.0,85.0,70.0
125000.0,Apartamento,Novo para o Mercado,Razoável,F,1942.0,Cruz Quebrada-Dafundo,False,0,4.0,False,,2.0,1.0,55.0,55.0
1300000.0,Moradia,Novo para o Mercado,,C,1956.0,Caxias,True,3,,False,6.0,5.0,4.0,221.0,202.0
590000.0,Apartamento,Novo para o Mercado,,E,2018.0,Linda A Velha,False,2,0.0,True,4.0,3.0,2.0,192.0,137.0
320000.0,Apartamento,Novo para o Mercado,,E,1992.0,Linda A Velha,False,0,2.0,False,,2.0,1.0,68.0,68.0
295000.0,Moradia,Novo para o Mercado,,NC,1938.0,Carnaxide,False,0,,False,3.0,2.0,2.0,48.0,48.0
380000.0,Apartamento,Novo para o Mercado,Novo,A,2023.0,Linda A Velha,False,2,1.0,True,,0.0,1.0,86.0,70.0
495000.0,Apartamento,Novo para o Mercado,,C,2008.0,Carnaxide,False,1,2.0,True,4.0,3.0,2.0,124.0,107.0
650000.0,Moradia,Novo para o Mercado,Usado,C,1970.0,Caxias,True,2,,False,5.0,4.0,3.0,160.0,150.0
555000.0,Duplex,Novo para o Mercado,,C,2003.0,Algés,True,1,2.0,True,,2.0,2.0,137.0,117.0
243000.0,Apartamento,Novo para o Mercado,Bom estado,C,1987.0,Oeiras,False,0,2.0,False,3.0,2.0,1.0,61.0,52.0
847000.0,Moradia,Novo para o Mercado,,C,1998.0,Caxias,True,2,,,7.0,5.0,4.0,305.0,180.0
750000.0,Apartamento,Novo para o Mercado,Bom estado,D,1998.0,Algés,False,0,5.0,True,5.0,4.0,3.0,160.0,115.0
171000.0,Apartamento,Novo para o Mercado,Bom estado,D,1968.0,Barcarena,False,0,0.0,False,2.0,1.0,1.0,40.0,40.0
